A_0,A_1,A_2,A_3,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,class
0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1
1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0
1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1
0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1
0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1
0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
